Vehicle_Model,Mileage,Maintenance_History,Vehicle_Age,Fuel_Type,Engine_Size,Service_History,Accident_History,Fuel_Efficiency,Battery_Status
Truck,33702,Poor,10,Petrol,2500,7,3,15.24353299,New
Motorcycle,40680,Poor,6,Electric,1500,2,2,10.79129216,Good
Car,30718,Average,8,Petrol,1500,5,3,10.4599314,Good
Bus,60485,Average,3,Diesel,2500,5,0,18.22615119,Good
Bus,62157,Poor,4,Diesel,2000,5,3,17.21875958,New
Van,79025,Good,4,Petrol,800,1,1,10.56839601,Weak
Motorcycle,47371,Good,2,Diesel,2500,1,2,18.38101991,Weak
Van,35117,Good,6,Petrol,1000,4,2,16.73945055,Good
Truck,35491,Average,6,Petrol,1000,8,3,10.81420931,Good
SUV,32881,Poor,4,Diesel,2000,6,0,11.79645932,New
Bus,74045,Good,3,Electric,2000,7,0,18.06630716,Good
Car,59523,Poor,7,Petrol,2500,3,2,14.09941128,Weak
Truck,47066,Poor,2,Electric,2500,1,1,17.68487037,Good
Bus,32549,Poor,5,Diesel,800,4,0,14.1894856,Good
Car,55063,Poor,8,Electric,800,6,0,10.78736913,Good
Motorcycle,45545,Good,10,Diesel,2500,6,2,14.73854035,Weak
Van,72850,Poor,5,Petrol,1500,4,1,14.97347321,Weak
Truck,46018,Good,3,Petrol,1000,4,1,12.95808832,Good
SUV,58504,Poor,2,Diesel,2500,6,2,13.40934841,New
SUV,75692,Poor,1,Electric,2500,6,1,14.3694398,Weak
Bus,74266,Good,6,Diesel,1500,2,3,10.36331939,New
Bus,71348,Average,10,Petrol,1000,8,3,18.52391996,New
SUV,37048,Poor,4,Petrol,2500,4,0,18.12310397,Weak
Truck,65045,Poor,3,Petrol,2000,2,3,14.59437442,New
Motorcycle,66633,Good,2,Electric,2000,6,3,11.64005307,New
Bus,63613,Good,4,Electric,2000,7,2,11.6519612,New
SUV,46515,Good,4,Petrol,1000,10,0,16.02497399,New
Car,59558,Poor,4,Diesel,2000,2,2,12.50364304,Weak
Van,61860,Average,4,Petrol,1500,4,2,16.87443255,Weak
Van,35736,Average,8,Petrol,2000,6,1,10.70419337,Weak
Car,57120,Average,10,Petrol,800,7,1,11.59732252,New
Van,35773,Average,9,Petrol,1000,5,3,13.28294869,Good
Truck,40581,Average,4,Diesel,2000,3,2,17.48004307,Weak
Bus,76868,Poor,4,Petrol,1500,2,1,18.27899915,Good
Van,39550,Average,1,Petrol,2500,10,2,13.11212825,Good
Car,53250,Poor,4,Electric,1000,5,0,18.18012821,New
Truck,64800,Good,9,Petrol,2500,10,3,16.15774568,New
SUV,43609,Poor,5,Petrol,1500,4,3,19.4331879,Good
Bus,43825,Poor,4,Petrol,1000,8,1,16.96083829,New
Motorcycle,30347,Average,10,Petrol,1500,10,1,17.44109709,New
Van,33875,Good,4,Electric,800,9,2,13.70969648,Good
Bus,72810,Average,7,Diesel,2000,9,2,18.87861091,Weak
Bus,79142,Average,8,Petrol,1500,5,1,19.64402048,Good
Car,53194,Poor,6,Electric,1000,3,3,19.46798896,New
Truck,30538,Good,5,Electric,2500,10,0,10.20969012,Weak
Van,35415,Average,5,Electric,2500,2,1,17.09199998,Good
Van,69729,Good,6,Electric,1500,5,2,17.68882837,Weak
Van,49536,Good,9,Electric,1500,5,0,11.67696681,Weak
Motorcycle,56054,Poor,5,Diesel,800,4,1,18.06341722,New
Bus,46951,Average,9,Electric,1500,8,1,10.95434016,Good
Truck,37681,Average,8,Electric,2000,5,0,11.10629548,New
Bus,56986,Average,9,Electric,800,3,3,15.64025956,Weak
Bus,58061,Poor,10,Electric,800,4,2,14.42354512,New
Van,51766,Good,10,Petrol,1500,8,1,18.47560931,Good
Bus,34758,Good,1,Electric,2000,7,1,17.4356521,Good
Car,64579,Good,10,Diesel,2000,7,0,14.58691122,Good
Motorcycle,52838,Good,8,Diesel,2500,9,0,19.89057639,New
SUV,57350,Good,6,Petrol,2000,4,0,17.92893359,Good
Car,67945,Poor,4,Electric,800,6,1,16.06554283,Good
Motorcycle,41046,Good,7,Electric,1500,2,1,19.05576377,Weak
Bus,58401,Poor,7,Electric,2000,8,0,18.06512188,New
Van,62628,Average,6,Electric,2500,7,2,19.23791928,New
Car,31589,Average,6,Petrol,1000,1,0,10.32887985,New
Van,61389,Good,5,Petrol,2000,2,0,14.87727436,Good
Car,47789,Poor,2,Petrol,800,2,0,17.65864142,Weak
Bus,31448,Average,10,Petrol,1000,2,1,16.60060435,Good
Bus,48264,Poor,5,Petrol,2000,8,3,11.83511807,Weak
Bus,48726,Good,10,Electric,1000,6,2,12.48258687,New
Bus,36181,Good,5,Electric,2000,1,2,13.07929631,New
Truck,66201,Average,6,Electric,1000,4,0,17.6723051,New
Car,71774,Good,8,Petrol,1000,3,1,19.44014255,Weak
Car,63905,Good,10,Electric,800,9,3,13.29919065,Weak
Car,38390,Poor,6,Petrol,1500,1,1,11.82427693,New
Bus,47153,Good,6,Diesel,2000,2,2,18.78900032,Weak
Van,75744,Poor,1,Electric,800,7,3,15.45688866,New
Truck,74524,Average,10,Diesel,800,6,2,17.24691414,New
SUV,56174,Average,1,Petrol,2500,7,3,19.12912821,Weak
Truck,50383,Average,6,Petrol,800,3,2,14.68995205,New
Bus,54469,Good,3,Diesel,2500,2,1,16.01230378,Good
Van,52181,Good,7,Diesel,800,10,0,16.50052422,New
Van,70013,Average,7,Electric,2500,7,2,16.30988502,New
Bus,39701,Average,8,Petrol,1500,9,1,18.07671064,Weak
Motorcycle,75276,Average,9,Electric,1000,2,0,18.52483754,Weak
Van,79953,Poor,3,Electric,1000,1,2,17.779639,Weak
Car,68685,Average,6,Diesel,800,3,2,16.18736928,Weak
Truck,69885,Average,5,Diesel,2500,10,2,18.32755128,Good
Motorcycle,62752,Average,6,Petrol,1500,7,1,17.71934802,Good
Truck,52496,Good,3,Electric,800,3,2,13.00703795,Weak
Bus,74890,Poor,4,Diesel,1000,1,3,14.16518066,Weak
Car,59303,Good,9,Petrol,2000,7,0,17.27422615,Good
Bus,66201,Average,7,Petrol,800,4,0,18.95535588,Weak
Car,52634,Poor,4,Diesel,1500,4,3,19.23227225,New
Van,69187,Good,7,Diesel,800,6,1,10.17762078,Weak
Motorcycle,51070,Good,9,Electric,1500,4,0,13.64389424,Good
Van,36290,Poor,9,Diesel,800,10,0,17.96125,Weak
Truck,47801,Poor,6,Electric,1500,2,2,19.95580785,Good
Bus,61331,Average,6,Diesel,2500,1,2,17.37236501,New
Truck,38771,Poor,6,Petrol,800,6,1,15.10922001,Good
Van,65208,Good,5,Diesel,800,2,0,14.55418113,Weak
Car,42396,Good,10,Petrol,800,7,2,14.0005395,Good
Truck,74778,Good,1,Diesel,2500,10,3,14.04443302,Good
Car,53452,Poor,7,Diesel,2000,4,3,17.08379555,New
SUV,38380,Average,7,Diesel,1500,4,0,18.11065,Good
Bus,77510,Poor,7,Diesel,1000,8,1,12.26296821,Good
SUV,47719,Good,4,Electric,1000,4,3,11.26300689,Good
Van,40698,Good,4,Electric,1500,5,3,18.09289872,New
Bus,47354,Poor,6,Diesel,1000,2,1,16.69899202,Good
Bus,63626,Good,5,Electric,2500,2,2,13.74022476,Weak
Truck,53225,Good,6,Electric,800,9,1,15.17067377,New
Van,35032,Good,6,Electric,2500,5,0,19.63132956,Good
Bus,52529,Average,9,Electric,1500,8,2,19.8023396,Good
Motorcycle,35786,Poor,5,Diesel,1000,8,2,13.74946379,Good
Truck,40813,Poor,1,Electric,2500,3,2,10.96167803,Weak
Motorcycle,76634,Good,8,Electric,2000,3,0,16.81523695,Weak
Bus,63098,Average,5,Petrol,800,8,1,13.90191377,Good
SUV,35065,Poor,10,Electric,2500,2,2,15.95171177,Weak
Motorcycle,66941,Poor,1,Diesel,1000,4,0,12.63758739,Good
Truck,72104,Good,1,Petrol,1000,7,0,13.47887628,Weak
SUV,35056,Good,7,Electric,1500,2,2,14.54656405,Good
Bus,64778,Average,1,Petrol,1500,2,3,12.83349901,Good
Bus,44460,Average,7,Petrol,2500,8,3,12.39034948,Weak
Car,63460,Poor,5,Electric,2500,5,0,10.18658637,Weak
Bus,75741,Poor,10,Petrol,800,10,3,15.21082718,Weak
Bus,34741,Poor,5,Petrol,2500,1,0,13.84267192,Good
SUV,47594,Average,10,Electric,1000,8,3,15.47521422,Weak
Truck,48678,Good,8,Petrol,2000,5,1,17.06755326,New
Bus,55222,Poor,6,Electric,800,8,0,19.75309705,Good
Van,39879,Poor,3,Petrol,1500,2,0,12.69630154,New
Truck,32088,Average,7,Electric,2000,8,3,15.10104073,Good
Truck,33696,Average,5,Electric,1500,10,2,17.51392601,Weak
Car,47680,Good,10,Diesel,2000,3,3,10.2720591,New
Motorcycle,55670,Average,4,Electric,800,3,1,15.07146219,New
Motorcycle,58352,Good,1,Diesel,2000,1,1,19.46717517,Weak
Motorcycle,76013,Poor,6,Petrol,800,2,0,11.08048367,Weak
Truck,40658,Average,5,Diesel,1000,1,1,18.39117512,Good
Bus,76562,Poor,5,Electric,1000,8,1,17.16449258,Weak
Motorcycle,62220,Good,9,Diesel,2500,9,1,16.20570552,Weak
Truck,35512,Poor,5,Petrol,1000,6,3,12.69920721,Weak
Motorcycle,51252,Poor,8,Diesel,800,10,1,13.14942451,New
Van,46621,Average,7,Diesel,2500,5,3,13.81540281,Weak
Bus,63060,Poor,7,Petrol,1500,3,3,14.36582539,Weak
Motorcycle,70012,Good,5,Petrol,1000,9,3,17.87453169,New
Van,42534,Poor,3,Electric,2500,3,3,10.03057762,New
SUV,73071,Good,9,Petrol,1000,8,0,10.6381168,New
Motorcycle,65288,Poor,10,Diesel,2000,9,0,17.44528825,New
Motorcycle,33770,Average,7,Petrol,2500,2,1,11.46602561,New
Bus,75789,Average,10,Electric,800,1,0,19.62268842,New
Motorcycle,69896,Good,9,Diesel,1500,2,3,12.39157156,Good
Bus,48229,Poor,8,Petrol,1000,2,3,11.63899432,Weak
SUV,48836,Average,6,Electric,2000,2,3,16.50439184,Weak
Car,43870,Good,7,Diesel,2000,10,3,10.45063474,New
SUV,77281,Good,4,Petrol,1000,8,2,10.86831896,Good
Van,45591,Average,2,Diesel,2000,10,3,11.61880202,New
SUV,46852,Good,3,Petrol,2500,6,0,12.37915735,Good
SUV,63094,Poor,5,Electric,2000,5,2,12.18618973,Good
Bus,58469,Good,2,Diesel,1500,8,0,17.15538616,New
SUV,48659,Good,1,Diesel,2000,4,1,14.02823349,Weak
Truck,51133,Good,7,Electric,2500,3,1,18.31744589,New
Truck,77237,Average,5,Diesel,2000,1,2,12.70916471,Good
SUV,64825,Poor,7,Electric,2500,1,2,12.80204576,Good
Motorcycle,49857,Poor,1,Petrol,800,4,3,18.02908364,New
Van,55646,Average,10,Diesel,1500,4,3,14.35661905,Good
Truck,69199,Poor,5,Electric,2500,7,1,13.59322381,Good
SUV,42726,Poor,3,Petrol,1000,8,2,18.0329474,Weak
Truck,65172,Poor,3,Diesel,800,6,1,15.05643241,Good
Car,36464,Poor,9,Petrol,1500,5,1,10.48749626,New
SUV,59474,Good,9,Electric,1000,2,2,14.72350095,Weak
Truck,52698,Poor,7,Petrol,1500,6,0,19.20975718,Weak
Van,67641,Good,2,Petrol,800,1,1,18.92089087,New
Car,67647,Average,7,Diesel,1000,9,1,10.10466556,Good
Bus,42305,Poor,9,Petrol,800,5,1,15.98492624,Good
Motorcycle,48996,Good,9,Diesel,2500,10,0,14.29008871,New
Truck,45481,Good,7,Diesel,1500,2,1,10.02318465,New
Car,60495,Poor,5,Diesel,1000,10,3,16.65431028,Good
SUV,53001,Average,1,Electric,1000,4,3,12.46825688,Weak
Bus,45266,Good,3,Electric,800,5,0,16.68485113,Weak
SUV,31878,Poor,1,Diesel,2000,9,0,11.13044895,Weak
Motorcycle,41600,Average,9,Diesel,1000,5,0,19.93434156,New
Bus,37963,Average,8,Diesel,2000,3,2,11.20595607,New
SUV,56945,Good,3,Diesel,1000,7,3,15.25917012,New
Bus,57637,Good,8,Diesel,2500,10,3,11.3839548,Weak
SUV,65567,Poor,8,Electric,800,5,3,14.42150824,Weak
Car,62599,Average,3,Petrol,2000,1,3,11.4200352,New
Car,33511,Average,1,Electric,2500,8,1,18.2706436,New
Motorcycle,32847,Average,3,Petrol,2500,6,3,17.87497734,Good
SUV,69566,Average,3,Diesel,800,2,2,18.1932077,Weak
Car,30911,Poor,3,Electric,2500,5,1,15.29354614,New
Bus,41994,Average,9,Electric,2500,2,2,13.04595375,Weak
Motorcycle,30109,Poor,6,Electric,2000,5,2,15.70532151,Good
Car,57329,Poor,9,Diesel,2000,5,3,15.59870177,New
Motorcycle,64695,Average,1,Electric,1000,1,2,14.40595412,New
Truck,57711,Good,5,Electric,2500,2,3,15.66139082,Good
Truck,30026,Average,2,Electric,1000,5,3,17.60053202,New
Van,68448,Good,7,Petrol,2000,4,1,17.72728616,New
SUV,37803,Poor,8,Electric,800,3,1,10.06547907,Weak
Bus,72419,Good,5,Petrol,2500,1,1,13.88306395,Good
SUV,41098,Good,5,Diesel,800,8,2,11.29341096,Good
Bus,32470,Good,2,Diesel,800,5,3,14.14314882,Weak
Van,78364,Average,5,Petrol,800,9,0,10.63594717,New
Car,72164,Good,2,Electric,800,10,1,15.66309801,New
Bus,73387,Poor,4,Electric,800,8,3,10.45983046,Weak
SUV,54457,Average,2,Diesel,1000,4,3,18.74063869,Weak
Bus,39264,Good,6,Electric,800,5,3,18.02547324,New
Motorcycle,31284,Poor,8,Petrol,1000,5,3,13.8343573,Weak
Motorcycle,37572,Average,2,Petrol,1000,10,3,16.3442664,Good
SUV,41219,Poor,8,Electric,2000,7,1,16.16285214,Good
Car,65127,Average,10,Petrol,2500,6,0,15.66985553,Good
Car,76042,Average,2,Diesel,2000,8,1,19.18240366,Good
SUV,40148,Poor,9,Diesel,1500,9,2,11.24657782,Good
Motorcycle,43504,Good,5,Petrol,2500,8,3,18.14802278,New
Motorcycle,45695,Poor,10,Petrol,2500,2,3,13.29581025,Weak
Van,53060,Good,8,Diesel,1500,8,0,11.14006847,New
Bus,77600,Average,3,Petrol,1500,7,1,17.95662845,Good
Truck,40552,Poor,7,Diesel,1000,7,2,12.54264432,Good
Van,56724,Poor,1,Petrol,800,6,0,12.83637817,New
SUV,78910,Good,9,Electric,2000,5,1,18.28051373,Good
Motorcycle,71823,Good,6,Electric,1000,3,0,10.83603266,Good
Bus,67328,Poor,3,Diesel,2500,8,0,15.75526129,Weak
Truck,50752,Average,1,Electric,2500,8,3,17.60576734,Good
Van,72074,Good,2,Electric,1500,9,2,17.29778347,Good
Bus,65266,Average,5,Electric,1000,7,3,15.52222645,Good
Car,63968,Poor,4,Diesel,1000,2,2,11.5139994,Good
Bus,56262,Average,7,Petrol,2000,6,0,16.23933249,Good
Bus,43359,Average,4,Diesel,2500,2,2,19.53557528,Weak
Motorcycle,31122,Poor,5,Petrol,1500,9,0,19.43088234,New
Van,76259,Good,3,Diesel,1000,6,3,12.68099891,Weak
SUV,46548,Average,4,Petrol,1000,8,3,18.02960841,Weak
SUV,46199,Good,2,Electric,2000,6,3,14.56090304,Weak
Motorcycle,35847,Poor,2,Diesel,2500,7,1,17.7215228,Weak
Van,43305,Average,8,Petrol,1000,6,1,15.47839608,Good
Van,32273,Average,10,Electric,2500,7,1,14.91745879,Weak
Van,39157,Poor,10,Electric,1000,5,3,17.91854268,Good
Motorcycle,62329,Poor,4,Diesel,1000,1,0,10.22892878,Good
SUV,73004,Average,4,Electric,800,2,2,14.15914956,Weak
SUV,37491,Poor,5,Petrol,1000,10,0,11.52277005,New
SUV,36645,Poor,8,Diesel,1500,7,3,19.19287104,Good
Car,62207,Good,9,Petrol,1500,8,2,13.09701111,Weak
Motorcycle,76951,Good,6,Petrol,1000,9,2,10.51890009,New
Bus,44867,Good,1,Petrol,1000,8,2,11.48187089,Good
Bus,63491,Good,3,Diesel,1000,9,0,18.41591519,Weak
Car,42879,Good,4,Diesel,2500,4,3,18.74869246,New
Bus,46697,Good,7,Electric,1000,7,1,14.91646132,Good
Truck,78814,Good,5,Petrol,2000,8,3,17.73549856,Good
SUV,48472,Average,4,Diesel,800,9,1,16.63198935,Good
Motorcycle,74910,Good,5,Diesel,800,9,1,15.24346594,Good
Car,78406,Average,1,Electric,2500,8,1,13.54041261,Weak
Truck,68139,Average,10,Diesel,1000,1,3,12.27151033,Weak
Van,47841,Average,8,Petrol,1000,6,1,17.03779594,Good
Van,59735,Poor,3,Petrol,2500,3,3,18.19830547,New
SUV,60012,Good,9,Petrol,1000,7,0,15.12989308,Good
SUV,59831,Poor,9,Petrol,1500,10,1,19.14286976,Good
Van,33849,Poor,7,Diesel,2000,10,1,19.12829149,Weak
Motorcycle,56805,Average,9,Petrol,2500,8,1,10.91542999,Weak
SUV,63480,Good,4,Diesel,1000,8,0,14.15433062,Good
Truck,49665,Average,9,Petrol,2500,10,3,17.08550247,Weak
SUV,63163,Good,3,Petrol,800,2,0,17.16829743,New
SUV,66211,Good,8,Electric,800,7,1,19.4320434,Weak
Motorcycle,61630,Average,8,Electric,800,4,3,15.02463482,Weak
Van,45000,Good,3,Petrol,2500,9,0,15.10735399,New
SUV,40125,Good,1,Petrol,2000,9,3,18.31264821,Good
SUV,50613,Average,7,Diesel,800,6,0,12.34059216,Weak
Truck,68399,Poor,10,Diesel,2500,7,3,10.24152469,Good
Motorcycle,56214,Good,4,Electric,1000,10,2,13.5459316,New
Truck,78554,Poor,8,Electric,1500,2,0,19.32138972,Good
SUV,73393,Poor,5,Diesel,800,1,1,15.77140711,New
Bus,70165,Good,5,Electric,800,3,0,10.65775906,Good
Van,49347,Average,8,Diesel,1000,2,0,10.23210383,Weak
Bus,59741,Average,5,Electric,2500,4,1,10.0545313,New
Bus,33525,Good,5,Electric,1500,7,1,17.6265227,Weak
Truck,58780,Average,9,Diesel,1500,6,1,11.23084628,Weak
Car,58451,Good,1,Electric,800,9,3,15.39214596,Good
Van,76009,Good,3,Electric,2500,1,2,11.53477383,New
Motorcycle,58579,Poor,9,Electric,2000,6,3,12.07235998,New
Bus,53120,Average,10,Petrol,1000,8,3,19.24209024,Weak
Car,56731,Poor,6,Petrol,2500,7,1,19.70488538,Good
SUV,54380,Good,6,Diesel,1500,8,1,12.49162512,Good
Truck,56259,Poor,9,Petrol,1500,3,2,10.03338718,Good
Van,69965,Average,8,Electric,1500,2,3,17.8526847,Good
Motorcycle,57979,Good,10,Electric,800,4,1,16.33610591,Weak
SUV,70013,Good,1,Electric,1500,7,2,13.3967174,Good
Motorcycle,52316,Poor,7,Electric,2000,7,1,19.94468679,Weak
Truck,48476,Average,9,Diesel,1500,2,1,16.2680634,New
SUV,74858,Average,6,Petrol,1000,1,1,10.12136778,New
Car,41391,Good,4,Petrol,1500,5,2,15.03448836,New
Car,79380,Poor,4,Electric,2500,9,1,12.73650568,New
Bus,69580,Poor,9,Petrol,1000,6,3,12.88732266,Good
Van,45798,Good,5,Petrol,2000,8,0,12.99584027,Good
Motorcycle,53953,Average,1,Diesel,1500,3,0,11.23970779,Good
Motorcycle,39405,Poor,9,Electric,2500,9,0,17.42321557,Good
Van,34374,Poor,3,Petrol,2500,7,2,18.68386026,Weak
Car,61261,Good,8,Electric,1000,10,1,14.88685748,Weak
SUV,63037,Good,3,Electric,2500,4,1,15.77013734,Good
Motorcycle,52610,Good,7,Diesel,1500,2,1,16.55659725,Weak
Car,45235,Good,4,Diesel,1500,1,2,19.46323735,Good
Motorcycle,63096,Average,6,Electric,1000,4,3,18.23112012,New
SUV,61352,Poor,1,Electric,2000,2,0,17.43217565,Good
Motorcycle,45782,Poor,3,Petrol,2000,1,0,16.67310003,Weak
Truck,61389,Average,2,Electric,2000,6,0,16.04971864,Good
Car,63196,Poor,7,Electric,1000,4,2,19.30766826,Good
Bus,71156,Average,1,Diesel,2000,6,1,14.82434391,Weak
Truck,46094,Average,2,Electric,1000,1,3,18.74590867,Good
Truck,58971,Poor,6,Electric,2500,1,1,14.1322926,New
Motorcycle,31981,Average,10,Electric,1000,3,2,13.84138218,Good
Car,30800,Good,7,Electric,800,5,3,17.27809666,Good
Motorcycle,43090,Average,1,Diesel,2000,1,1,19.10624647,Weak
Car,51776,Poor,4,Electric,2500,6,0,19.79984576,Weak
Truck,59538,Average,4,Diesel,800,9,1,16.12035032,Weak
Car,77669,Good,8,Electric,800,7,2,11.52840213,Good
Car,30379,Good,1,Electric,1500,10,0,18.55146201,New
Bus,31974,Average,3,Petrol,800,8,0,11.83770677,New
Truck,52228,Average,5,Diesel,2500,2,1,19.22663654,Weak
Bus,70897,Average,7,Electric,1000,4,2,17.68787242,Weak
Bus,53247,Poor,1,Electric,1000,4,3,15.79362532,Weak
Van,41381,Poor,2,Diesel,2500,9,0,18.6000146,Good
Bus,56872,Average,5,Petrol,800,10,2,15.82969682,Weak
SUV,69649,Average,5,Diesel,800,7,1,17.93101256,Good
Bus,52399,Average,9,Diesel,800,3,0,14.35622063,New
Car,57280,Good,4,Petrol,1500,7,2,11.40916732,New
Motorcycle,65333,Good,6,Electric,1500,9,3,10.70823946,New
Motorcycle,65725,Average,9,Diesel,1500,10,3,12.78649293,Weak
Bus,39183,Good,10,Diesel,2000,6,0,10.69125253,New
SUV,51417,Average,8,Petrol,2000,3,1,10.76755297,Good
Motorcycle,63274,Good,5,Petrol,1500,3,1,19.59552277,Weak
Motorcycle,33717,Average,3,Diesel,1500,1,1,15.32592166,New
Van,33965,Poor,1,Electric,800,8,1,11.46014235,Weak
Van,39841,Average,4,Electric,1500,7,0,12.59612694,Good
Van,36831,Poor,8,Diesel,1000,8,2,13.00294819,Good
Van,47802,Good,7,Petrol,2000,7,2,17.66537379,New
SUV,66766,Good,3,Petrol,2500,4,3,14.57624834,New
Car,62581,Poor,8,Petrol,1000,6,2,15.22780588,New
SUV,58657,Good,9,Diesel,2000,4,2,12.64055133,New
Truck,46647,Good,2,Petrol,2000,3,1,17.93364344,New
Truck,46326,Average,1,Electric,1500,10,0,19.24589703,New
SUV,77633,Poor,10,Electric,2000,5,0,15.64902902,Good
Bus,73670,Good,5,Diesel,2500,7,3,12.45082487,Good
SUV,69185,Poor,10,Electric,1500,3,1,18.04942361,Weak
Van,50089,Average,5,Electric,1500,3,0,12.807676,Weak
Car,33815,Good,5,Diesel,1000,5,1,11.89078528,Good
Bus,40979,Good,4,Diesel,1000,3,3,12.4737308,Weak
SUV,70440,Good,9,Petrol,2500,3,1,12.85921603,Weak
SUV,78060,Good,10,Electric,1000,4,0,10.42614012,New
Truck,30186,Good,8,Petrol,1500,2,3,11.60980439,New
Car,78394,Poor,2,Diesel,1000,9,2,17.51651428,New
Bus,45899,Good,4,Diesel,1500,2,3,13.65703797,Good
Bus,42247,Average,7,Petrol,1500,8,1,12.82019121,New
Truck,58500,Poor,2,Electric,1000,5,1,19.32511187,Weak
Bus,44996,Poor,1,Diesel,2500,2,0,14.99376517,New
Bus,35372,Average,2,Petrol,2000,8,3,11.45650111,Weak
Car,73695,Poor,4,Electric,1000,5,2,14.96575072,New
Car,63329,Good,10,Electric,1500,3,0,10.78901837,Good
Van,65067,Poor,3,Diesel,2500,4,0,12.20558133,Weak
Motorcycle,43897,Good,2,Petrol,1000,2,0,14.08543855,New
Bus,35601,Poor,7,Petrol,2000,7,3,14.94825305,Weak
Bus,38665,Average,5,Diesel,1500,6,3,18.10928059,Good
Van,76126,Good,8,Electric,1000,4,2,18.64404843,New
Van,65742,Good,5,Diesel,800,6,3,11.99384619,Good
Bus,70928,Poor,4,Electric,800,4,2,10.66798647,Weak
SUV,66772,Poor,2,Petrol,1500,2,1,16.95568268,Good
Car,63606,Average,6,Petrol,2000,5,3,15.28722083,Good
Bus,75637,Poor,2,Diesel,2000,10,1,12.92386374,Weak
SUV,58093,Average,2,Petrol,800,3,1,11.23918337,Good
SUV,47432,Average,10,Diesel,2500,7,0,11.21114065,Weak
Bus,70444,Poor,1,Diesel,2500,4,2,19.60740652,New
Bus,46305,Good,3,Diesel,800,8,3,16.57107893,Good
Bus,70886,Good,3,Electric,2000,6,3,15.56786296,Weak
Motorcycle,77956,Poor,5,Petrol,1500,5,3,12.62694922,New
Bus,53024,Good,2,Diesel,800,9,3,12.05392858,Good
Bus,35614,Average,6,Petrol,800,9,2,11.80054381,New
Truck,67736,Poor,9,Petrol,800,8,2,17.17428353,Good
Car,60263,Poor,9,Diesel,1500,9,2,12.93401646,Good
Van,72202,Poor,3,Petrol,1000,6,2,10.99667001,Good
SUV,39351,Poor,4,Petrol,1500,2,0,15.50441276,Good
SUV,52300,Good,2,Petrol,800,8,2,17.13917496,New
Truck,74564,Good,6,Diesel,1000,7,2,11.33104206,Good
Truck,38451,Average,4,Electric,1000,6,1,18.26945546,New
Motorcycle,42449,Good,6,Diesel,800,1,0,18.84003664,New
SUV,70198,Poor,10,Electric,1000,2,2,17.63990369,Weak
Bus,74160,Average,7,Diesel,2500,2,3,18.7757195,Good
Van,75670,Poor,3,Diesel,2500,2,3,17.16947711,Good
Van,54519,Good,6,Diesel,800,4,2,13.38924731,New
Bus,42978,Good,1,Electric,2000,1,0,11.17559866,Good
SUV,56579,Poor,3,Diesel,1000,1,0,14.14098278,New
Truck,48334,Poor,7,Diesel,2500,1,0,17.35206732,New
SUV,49824,Average,1,Diesel,1000,6,1,12.07295767,New
SUV,77499,Good,2,Diesel,2000,4,3,15.58605315,Weak
Van,66114,Good,8,Electric,800,9,2,10.17708214,Good
Motorcycle,69337,Good,2,Diesel,800,3,0,19.68647708,Weak
Motorcycle,33797,Poor,8,Diesel,2500,9,1,12.08688439,Weak
Van,75791,Good,5,Electric,800,9,2,11.54214366,Weak
Van,53706,Average,9,Diesel,2000,5,3,17.83221396,Weak
Motorcycle,31636,Poor,4,Diesel,2500,6,1,19.81157295,New
Truck,78850,Poor,4,Petrol,1000,1,0,17.42102129,Weak
Truck,68320,Good,1,Petrol,1500,7,1,19.66724766,Weak
SUV,79995,Poor,2,Petrol,2000,3,2,13.87662468,Good
SUV,30695,Poor,1,Diesel,2500,7,1,12.84869011,Weak
Motorcycle,62293,Good,5,Diesel,2500,1,1,19.87058353,Weak
Car,78467,Average,3,Electric,800,2,2,10.07801102,New
Van,56105,Average,5,Diesel,1000,6,0,11.99645246,Good
Motorcycle,59694,Average,7,Electric,1000,5,1,15.39710748,New
SUV,72424,Average,8,Electric,2000,3,1,15.08564523,New
Van,43406,Poor,10,Diesel,2500,6,2,14.17100796,Good
Truck,60670,Good,6,Diesel,1500,10,3,18.30776449,New
Van,79772,Poor,4,Diesel,1000,8,1,10.55078616,Weak
Truck,43577,Average,6,Diesel,1500,10,2,16.62172259,Good
Van,61685,Poor,7,Electric,1500,1,0,15.83841879,New
Truck,78995,Good,1,Diesel,1000,9,3,10.66988142,Good
Motorcycle,33124,Poor,2,Petrol,1000,9,1,19.27499475,New
SUV,31171,Poor,7,Electric,800,2,0,17.87071613,Weak
Truck,57869,Good,7,Diesel,2500,6,2,17.74819262,Good
Motorcycle,51226,Average,2,Electric,1000,5,3,16.78992557,Good
Van,72652,Average,5,Petrol,1000,8,3,11.11661718,New
SUV,69502,Good,10,Electric,1500,9,0,18.85721953,New
Car,59958,Good,4,Electric,2500,2,3,10.77750564,Good
Van,57716,Good,5,Electric,1500,10,0,13.7463955,Weak
Car,71680,Average,3,Petrol,1500,7,0,11.78865207,Good
Motorcycle,76396,Good,6,Petrol,1500,10,1,19.83081824,Good
Bus,63502,Good,2,Petrol,800,10,1,16.66754639,New
Car,39188,Average,1,Diesel,1000,4,1,17.47457969,Weak
Car,38828,Good,10,Diesel,2500,8,0,13.8250125,Weak
Motorcycle,71893,Good,7,Petrol,1000,2,3,18.35458076,New
SUV,71073,Average,3,Petrol,1000,1,1,11.4764847,New
SUV,70597,Good,6,Diesel,2000,8,2,19.71544393,New
